"bs","pz_amor","vl_recuperacao","EAD","lgd","COD_OR_REC","COD_tp_garantia","tempo_sobrev1","tempo_sobrev2"
94,230,7419.42,11425.59,0.8942960495,3,4,19,61
24.98,204,55185.76,41784.62,0,5,2,16,22
2,240,0,75532.52,0.6733708889,5,2,48,23
24.98,119,65122.85,43445.81,1,5,2,13,34
94,200,8866.53,10623.44,0.8625840594,3,4,21,58
1,235,13081.03,13295.76,0.951677076,3,2,13,62
1,240,31106.55,28600.37,0.7251216958,5,2,28,42
94,200,9221.03,10623.44,0.8785760545,3,4,21,58
1,230,22722.65,22952.9,1,3,4,25,50
2,222,13549.34,12653.85,0.962995452,3,4,30,53
1,231,7861.67,9392.22,0.9262442745,3,2,49,29
8,204,28844.39,26797.75,0,4,2,68,6
94,236,9347.58,10850.98,0.9103942685,3,4,9,62
94,230,13653.05,15965.84,0.9176322699,3,2,23,53
44,230,13653.02,15965.84,0.919090383,3,2,23,53
1,222,11969.98,5545.67,0.9462661861,3,2,22,48
1,200,11346.7,10623.44,0.8617236978,3,4,21,58
24.98,240,75794.2,65170.09,0,5,2,49,12
26,224,15053.75,17840.36,0.9446675964,3,2,17,55
13,230,8308.71,9612.49,0.9036784434,3,2,28,52
56,228,12096.56,17126.81,0.8545426732,3,4,40,30
90,218,28328.75,24273.24,0,3,4,39,17
93,218,33712.1,17827.17,0.9033570668,3,4,24,40
94,234,13510.62,14117.12,0.9617089038,3,2,14,60
4,200,8871.83,10623.44,0.9689761509,3,4,21,58
1,240,0,86425.21,0.6930334316,5,2,19,4
56,218,32777.21,15683.59,0.9196255449,3,4,22,43
94,230,13653.03,15970.74,0.8909893969,3,2,23,53
26,240,60366.63,61600.24,0,5,2,44,1
1,235,13081.03,13295.76,0.9921824702,3,2,13,62
90,218,27257.33,23455.52,0,3,4,39,17
0,120,0,195900.5,1,5,2,12,39
24.98,240,19162.56,18503.48,0,4,2,30,13
4,230,8256.86,9612.49,0.9064404748,3,2,28,52
94,240,904.83,24815.53,0.841806959,4,2,31,40
1,230,22666.6,22915.36,0.97739202,3,4,23,52
68,218,33532.49,17724.5,0.9266659144,3,4,24,40
1,224,14961.61,17840.36,0.8907589309,3,2,17,55
1,240,77724.24,80339.23,0,5,2,7,2
24.98,240,43850.03,40284.79,0,5,2,30,7
0,240,0,231600.42,0.9875467587,5,2,42,27
1,200,9287.03,10623.44,0.8685623489,3,4,21,58
24.98,239,55362.36,61156.5,0,5,2,19,5
64,230,7485.59,11425.6,0.9065799608,3,4,19,61
1,230,22658.18,22915.36,1,3,4,23,52
8,222,13550.35,12643.91,0.9568891269,3,4,30,53
1,220,11514.73,11390.42,0.9508657275,3,4,18,61
56,234,15900.23,19697.13,0.9068285583,3,2,25,49
24.98,236,19918,19234.25,0.9418817994,3,2,16,57
1,234,13573.56,14117.12,0.9617089038,3,2,14,60
24.98,228,29937.36,28031.49,0,3,4,41,18
68,218,33430.98,17770.98,0.916105921,3,4,24,40
24.98,240,29944.36,33493.59,0.1059674403,5,2,47,5
70,200,8870.19,10623.44,0.962171387,3,4,21,58
24.98,228,24565.9,14104,0.9121440726,3,4,14,60
94,224,14956.45,17852.06,0.890134808,3,2,17,55
90,221,26178.24,20171.85,0.925565082,3,4,31,33
6,119,27172.55,27658.19,0,5,2,19,4
1,180,0,16976.6,1,4,2,43,33
90,200,9036.67,10623.44,0.8797169279,3,4,21,58
24.98,240,50453.11,115257.54,0.7536102355,5,2,13,43
24.98,180,39833.61,35495.69,0,5,2,27,9
69,144,2254.96,3664.34,0.3846204228,3,4,77,1
24.98,60,9893.93,24797.37,0.0551298266,1,2,39,9
1,240,0,46918.2,0.8940326215,5,2,47,32
93,200,9606.36,10623.44,0.8660142101,3,4,21,58
93,228,12365.33,15261.09,0.1897479145,3,4,70,3
94,222,7645.42,5537.83,0.9277009226,3,2,17,55
94,230,7419.47,11425.6,0.894296142,3,4,19,61
24.98,180,812.97,32637.97,0.7556119355,5,2,34,17
81,204,132.44,10274.03,0.7353432888,4,2,35,40
90,221,26175.56,20053.78,0.9427833556,3,4,31,33
94,230,7419.44,11425.59,0.9068949612,3,4,19,61
24.98,204,13024.44,49099.86,0,5,2,40,20
26,230,13653.05,15970.85,0.9050238403,3,2,23,53
24.98,228,29914.48,27935.02,0,3,4,41,18
24.98,240,96493.72,87618.54,0,5,2,37,9
24.98,236,15976.33,19288.61,0.9148160495,3,2,14,65
24.98,235,13081.03,13229.55,0.978068793,3,2,21,54
24.98,147,51366.52,51923.53,0,5,2,17,8
1,222,13549.34,13723.25,0.9615717851,3,4,32,51
94,234,11786.81,14365.37,0.8915454318,3,2,33,41
94,236,3866.26,5936.48,0.8727377166,3,4,36,41
24.98,144,46584.87,46463.12,0,5,2,21,3
24.98,204,12694.13,12149.25,0,4,3,23,8
1,234,13714.95,18113.31,0.8561648865,3,4,18,56
94,204,31502.27,36668.1,0.6521046023,4,2,31,33
24.98,228,29908.41,27987.17,0,3,4,41,18
3,228,11793.44,17453.19,0.8886186422,3,4,35,38
24.98,240,58765.22,57451.08,0,5,2,13,9
24.98,119,5730.57,8437.34,0.1033344523,5,2,39,9
24.98,240,70715.11,78824.19,0.1028755259,4,2,28,11
2,225,16828.9,20123.4,0.878605504,3,2,44,36
1,240,17531.63,63166.83,1,5,2,16,59
82,218,35245.43,18075.86,0.8479458239,3,4,24,40
65,240,59071.11,61180.64,0,5,2,42,8
24.98,120,29907.03,33109.64,0,5,2,29,10
89,240,62897.24,63762.58,0,4,2,23,2
23,240,0,64848.76,1,5,2,65,9
40,240,0,8568.8,0.7276643019,4,2,43,5
24.98,180,104604.83,101165.19,0,5,2,13,3
6,240,0,80042.69,1,5,2,50,1
24.98,120,68857.5,66810.35,0,5,2,56,3
1,240,0,84082.23,1,5,2,61,1
25,240,0,39242.29,0.7527572043,4,2,26,8
96,230,9460.59,9703.59,0,3,2,28,23
81,221,26177.03,20060.46,0.9375542734,3,4,31,33
1,200,12560.52,10623.44,0.9400467269,3,4,21,58
4,234,11788.52,13673.66,0.8792093704,3,2,47,27
1,234,14892.43,14864.22,1,3,2,47,33
90,218,28320.87,24367.02,0,3,4,39,17
23,230,13653.02,15983.91,0.9121297605,3,2,23,53
3,236,4118.06,5942.17,0.8516030339,3,4,27,55
24.98,240,16026.78,13943.08,0,4,2,39,16
0,228,16095.37,19549.85,0.9738499272,3,2,36,35
1,240,0,25661.8,0.8956000129,4,2,35,3
94,200,8866.47,10623.44,0.8701823515,3,4,21,58
94,225,19560.93,14709.13,0.933132687,3,4,22,26
52,236,3636.87,5294.52,0.8818910874,3,4,51,27
61,236,3545.72,5938.93,0.8942115836,3,4,27,55
24.98,180,12402,12299.88,0,4,2,36,1
65,240,48596.74,47795.57,0,5,2,47,2
90,221,26176.96,20060.46,0.9377935501,3,4,31,33
24.98,240,105809.43,99453,0,5,2,12,6
4,230,13653.02,15965.84,0.9275127397,3,2,23,53
24.98,220,13525.71,11382.38,0.9467018321,3,4,18,61
2,240,0,21002.37,0.7887411416,4,2,37,2
4,228,15344.81,19850.46,0.8994642945,3,2,29,48
1,220,11656.94,11382.38,0.9463486547,3,4,18,61
94,224,14956.45,17852.06,0.898057143,3,2,17,55
24.98,240,62366.38,105823.43,0.7019331938,5,2,18,32
93,228,12186.9,16634.93,0,3,4,47,23
24.98,228,28707.72,26910.77,0,3,4,41,18
24.98,220,11383.01,11390.42,0.9504250063,3,4,18,61
1,240,0,46121.1,0.7616588356,5,2,31,42
94,234,11788.52,14021.58,0.8588625533,3,2,45,29
1,224,14956.46,17840.36,0.8907589309,3,2,17,55
24.98,204,21351.65,20001.02,0,4,3,23,7
24.98,228,25845.61,24142.52,0,3,4,41,18
70,224,14956.45,17852.01,0.8980663802,3,2,17,55
24.98,240,41071.57,44378.65,0,5,2,18,8
4,218,33661.56,17724.5,0.9266659144,3,4,24,40
24.98,204,13364.53,12053.9,0,4,3,25,12
24.98,240,69988.27,63681.72,0,4,2,41,10
24.98,180,94545.79,80569.38,0,5,2,38,13
24.98,240,181908.9,129648.31,1,5,2,11,25
34,240,46596.25,45595.1,0,5,2,23,7
1,231,7861.79,9245.08,1,3,2,53,25
1,230,13653.01,15985.01,0.9273106492,3,2,24,52
24.98,240,51363.45,45921.49,0,5,2,41,21
24.98,240,60054.32,66794.95,0,5,2,32,14
1,231,7849.39,9233.37,1,3,2,53,25
94,180,7797.43,7088.4,0.8092771288,3,2,27,44
24.98,225,16828.9,19373.58,0.9196916626,3,2,26,54
26,204,10932.26,12770.14,0,4,3,53,17
24.98,204,18226.73,14489.6,1,4,3,20,28
1,228,24268.26,14104,0.893447249,3,4,14,60
96,224,14956.45,17847.87,0.91224387,3,2,17,55
1,240,0,66487.27,1,5,2,49,11
64,236,5870.74,8603.14,0.8851291505,3,4,28,41
1,240,0,76319.29,0.6832864383,5,2,27,12
24.98,231,33400.78,39712.94,0,5,2,40,21
1,220,10206.92,11382.38,0.9522876586,3,4,18,61
2,180,80928.38,90590.64,0,5,2,44,7
24.98,190,16828.9,18424.32,0.9048898413,3,2,27,53
71,240,96388.42,102342.93,0,5,2,23,16
24.98,230,7342.1,11425.59,0.9098331027,3,4,19,61
24.98,240,109532.57,107879.35,0,5,2,31,16
93,230,13633.25,15975.47,0.9106448824,3,2,23,53
76,236,3930.21,5748.99,0.8500293095,3,4,45,32
1,224,14414.99,18024.41,0.8908397002,3,2,39,37
0,240,113159,91076.55,0,5,2,57,16
90,221,26175.67,20055.79,0.9423343583,3,4,31,33
1,231,7862.06,8965.4,0.9462634127,3,2,52,26
2,228,12380.82,15927.59,0.2226808952,3,4,58,12
24.98,228,24059.37,14050.96,0.9402752552,3,4,19,55
24.98,96,46870.76,71561.91,0.620920296,5,2,10,28
0,240,90910.37,104601.46,0.1308881348,5,2,61,11
1,236,16103.56,19641.79,0.9507341235,3,2,15,59
47,144,4773.59,8728.13,0.9161126152,3,4,14,61
24.98,200,11698.7,13719.04,0.1472654063,3,4,57,22
24.98,144,21112.51,21041.4,0,5,2,23,0
93,230,7419.44,11425.6,0.9029390141,3,4,19,61
94,224,14956.45,17840.36,0.8907589309,3,2,17,55
2,218,33698.35,17724.5,0.9266659144,3,4,24,40
1,240,45325.94,45148.45,0,5,2,47,1
1,240,115168.18,68044.25,1,5,2,36,40
24.98,240,70859.62,76529.48,0,5,2,13,6
1,236,16108.82,19293.15,0.9531097825,3,2,16,63
24.98,240,40649.45,45542.01,0,5,2,23,5
24.98,240,80426.42,82621.96,0,5,2,51,10
94,234,13510.84,14125.48,0.9600764009,3,2,14,60
1,240,42288.22,43107.26,0.0190000478,5,2,59,2
0,240,0,166297.08,0.7457937392,5,2,23,12
24.98,240,116513.4,143032.46,0,5,2,41,24
1,222,13550.35,12643.91,0.976238363,3,4,30,53
1,220,12729.89,11382.38,0.9402778681,3,4,18,61
1,220,10461.13,11382.38,0.9426297488,3,4,18,61
94,230,21062.61,4247.43,0.8276039864,3,4,7,64
8,224,14435.24,15900.46,0.0921495353,3,2,66,10
90,221,26175.87,20060.46,0.9413029412,3,4,31,33
17,236,16108.82,19293.15,0.915636897,3,2,16,63
24.98,240,79041.15,78638.03,0,5,2,40,0
13,228,11798.96,17036.63,0.8731028378,3,4,44,29
1,225,16828.9,19488.38,0.9342172105,3,2,30,50
13,240,122970.46,125979.2,0,5,2,37,3
94,224,14793.41,17970.99,0.8838249868,3,2,17,55
89,240,33433.09,34130.35,0,5,2,55,3
7,204,37060.73,36712.84,0,4,3,66,1
89,240,47595.4,47230.91,0,4,2,33,7
14,224,14956.45,17852.06,0.9289370526,3,2,17,55
90,240,12314.42,12327.61,0,4,2,24,1
1,240,22313.19,26856.45,0.1691683004,5,2,61,15
95,180,0,104370.96,1,5,2,70,2
94,236,16108.83,19293.15,0.9116883453,3,2,16,63
24.98,240,33041.84,32303.93,0,5,2,9,2
8,180,0,7603.67,1,4,2,63,5
24.98,240,180242.63,165604.69,0,5,2,23,6
4,180,0,8337.42,1,4,2,64,1
24.98,222,7645.42,5537.84,0.9282734785,3,2,17,55
2,240,0,19961.82,0.807561857,4,2,41,10
24.98,180,28384.39,28846.01,0,5,2,35,23
1,234,14892.43,14747.89,0.983902782,3,2,32,48
1,234,14892.42,15970.04,0.9888860642,3,2,22,58
24.98,240,20815.14,18777.42,0,5,2,42,22
1,222,13549.34,12653.85,0.9619941757,3,4,30,53
68,204,21224.8,21213.26,0,5,2,52,2
24.98,50,0,2240.7,0.3386407587,4,3,16,26
93,236,7328.95,11491.06,0.8999622315,3,4,31,46
8,234,14892.43,14603.12,0.9607214075,3,2,32,48
1,235,13081.03,13295.76,0.9937040079,3,2,13,62
94,224,14956.45,17852.06,0.8940161528,3,2,17,55
24.98,228,13423.23,15486.27,0.1332173596,3,4,56,21
91,222,13473.23,12643.91,0.9697609363,3,4,30,53
24.98,204,12698.28,12053.71,0,4,3,25,6
1,240,49827.43,47140.66,0.7390068486,5,2,15,67
24.98,240,60257.11,57815.39,0,4,2,59,2
24.98,200,12634.93,14403.71,1,3,4,41,38
56,200,9036.72,10623.44,0.8574708381,3,4,21,58
68,218,33690.11,17724.5,0.9266659144,3,4,24,40
24.98,220,13354.59,11390.42,0.9425157281,3,4,18,61
94,225,18745.9,14125.21,0.9201987086,3,4,22,26
56,204,0,35647.1,0.6854922103,5,2,50,8
24.98,228,28706.79,26910.77,0,3,4,41,18
2,60,0,7773.7,1,5,2,48,1
2,120,0,5936.65,0.6674666566,4,3,38,32
1,222,13549.34,12653.85,0.9598446323,3,4,30,53
1,235,13081.03,13295.76,0.96422995,3,2,13,62
1,200,10749.16,10623.44,0.8779736131,3,4,21,58
24.98,204,54001.74,46913.59,0,5,2,34,12
1,119,0,42078.38,1,5,2,60,1
24.98,240,62221.86,58345.45,0.8456796585,4,2,39,27
68,218,33500.33,17724.5,0.9266659144,3,4,24,40
1,222,13549.34,12653.85,0.9598051186,3,4,30,53
24.98,204,17274.62,14224.97,0,4,3,24,24
68,218,33471.84,17724.5,0.9266659144,3,4,24,40
1,200,9512.9,10623.44,0.9689761509,3,4,21,58
93,230,8256.13,9769.6,0.910743531,3,2,28,52
15,240,0,132897.99,1,5,2,64,1
24.98,240,64331.62,74361.18,0,4,2,50,10
24.98,204,12334.19,12103.18,0,4,3,23,13
94,224,14959.34,17845.44,0.9167199016,3,2,17,55
22,240,74010.62,93553.21,0.6476998514,1,2,16,34
1,224,14435.25,17828,0.8790010096,3,2,40,36
69,236,16103.56,19163.29,0.8804902498,3,2,42,32
4,234,11789.62,14553.12,0.9442250184,3,2,31,43
56,230,8256.55,9615.07,0.9139039029,3,2,28,52
2,180,0,20878.72,1,5,2,61,3
68,218,33200.22,17768.84,0.9165786849,3,4,24,40
14,240,0,19377.03,1,4,2,55,3
24.98,180,97414.22,134854.85,0.7741618824,5,2,14,27
94,230,22730.04,22842.14,0.9678401411,3,4,23,52
1,218,33729.61,17724.5,0.9266659144,3,4,24,40
24.98,236,20283.48,19199.5,0.9339232793,3,2,16,55
24.98,240,47608.25,49614.81,0,5,2,15,14
25,230,7358.95,11425.6,0.9158372427,3,4,19,61
4,200,10193.84,10623.44,0.8737179294,3,4,21,58
24.98,180,22142.09,21037.59,0,5,2,14,4
94,234,15900.14,20243.97,0.8635183711,3,2,25,49
94,224,14410.83,17661.35,0.8535015726,3,2,43,33
1,236,19918.01,19276.32,0.9477836018,3,2,16,57
94,234,13511.23,14117.12,0.9617089038,3,2,14,60
1,228,15344.81,17086.71,0.1019447278,3,2,64,13
94,224,15026.82,17852.06,0.8979529533,3,2,17,55
8,236,16108.83,19293.15,0.9110430386,3,2,16,63
1,228,22163.58,19931.84,1,3,2,27,37
68,218,33508.64,17724.5,0.9266659144,3,4,24,40
24.98,228,24646.84,14104,0.9140406977,3,4,14,60
24.98,180,3033.88,4215.66,0.7607911184,4,2,19,42
4,204,27903.56,32663.03,0.723853827,4,2,16,50
24.98,240,22264.4,25584.88,0,5,2,46,11
4,240,0,34541.92,0,5,2,44,18
24.98,120,42642.55,41166.64,0,5,2,16,3
24.98,240,38351.51,35547.59,0,4,2,38,10
1,231,7861.28,8863.81,0.9765676385,3,2,52,26
1,228,15345.98,19842.95,0.9106508861,3,2,29,48
24.98,228,18422.58,20154.24,0,3,2,26,18
24.98,240,93965.62,101959.57,0.6779290873,5,2,27,26
87,218,32757.12,15691.5,0.9175419813,3,4,22,43
1,236,19707.03,19234.25,0.9368080377,3,2,16,57
13,180,0,80122,0.7307444066,5,2,14,29
94,216,6164.89,8242.29,0.8874548214,3,4,14,61
24.98,236,21057.31,19202.13,0.9564824319,3,2,19,52
1,225,16828.9,19456.43,0.9804455391,3,2,28,52
68,218,33471.8,17724.5,0.9266659144,3,4,24,40
3,218,32757.12,15691.5,0.9175419813,3,4,22,43
24.98,204,16013.89,14594,0,4,3,16,11
90,221,26175.77,20056.62,0.9419298965,3,4,31,33
24.98,218,32966.41,15685.2,0.9305976334,3,4,22,43
25,236,21302.92,13201.44,0.9327997552,3,2,7,66
24.98,230,22735.03,22929.18,0.9667829377,3,4,23,52
4,234,11788.52,14455.46,0.8988001765,3,2,38,36
5,216,44047.18,42813.81,0,4,2,46,5
24.98,236,21247.53,13201.44,0.9384059618,3,2,7,66
4,240,0,84230.78,0.8840728108,5,2,25,31
1,218,28572.15,20779.01,0.9609942918,3,2,42,33
94,240,32546.52,32836.33,0,4,2,31,2
24.98,119,59404.09,55434.08,0,5,2,36,6
24.98,204,13570.2,12474,0,4,3,17,20
1,224,14956.45,17852.06,0.9146569079,3,2,17,55
64,200,8870.19,10623.44,0.9151818996,3,4,21,58
94,224,14956.45,17840.36,0.9069430213,3,2,17,55
41,218,27251.95,17827.17,0.9033570668,3,4,24,26
73,120,29982.54,32303.89,0,4,2,7,15
1,228,16095.37,18734.37,0.8598063346,3,2,43,28
4,240,84898.04,88611.3,0,5,2,23,1
44,240,29840.41,29803.61,0,4,2,31,4
16,235,13119.93,13237.7,0.9642347236,3,2,20,61
1,228,15345.98,19303.64,1,3,2,39,38
94,234,11792.98,14451.13,0.8620848335,3,2,38,36
1,231,7856.3,9027.41,0.1297282388,3,2,57,21
1,240,50443.28,42251.7,0,5,2,65,15
24.98,36,0,3367.8,1,5,2,30,6
24.98,240,160306.46,140703.16,0,5,2,33,11
24.98,224,0,11257,0.9678093631,3,4,20,3
90,236,3635.16,5493.08,0.8400223554,3,4,48,30
0,240,55802.48,53102.62,0,5,2,33,13
93,240,57599.08,86369.49,0.8124400717,5,2,41,27
1,240,60461.18,49041,0,5,2,42,18
24.98,204,62828.45,58626.17,0,5,2,17,6
94,236,9347.57,11007.91,0.9072067268,3,4,7,64
24.98,228,24462.22,14104,0.9121440726,3,4,14,60
24.98,228,15438.29,16758.96,0.078803816,3,2,73,4
21,240,31887.02,31552.04,0,5,2,17,2
2,240,0,64129.81,0.6960151139,5,2,13,2
1,228,15345.99,16544.9,0,3,2,63,14
24.98,240,31383.82,35604.08,0,4,2,21,19
94,224,15053.73,17840.36,0.8911372865,3,2,17,55
1,200,13461.95,11382.38,0.9528806805,3,4,18,61
68,218,33471.83,17724.5,0.9266659144,3,4,24,40
1,144,0,49147.28,0.6381375261,5,2,36,9
70,230,7419.46,11425.6,0.9081151099,3,4,19,61
1,228,16095.39,20024.71,0.9517975541,3,2,33,38
94,239,17006.16,20414.42,0.7233559,5,2,44,36
24.98,240,51665,53260.67,0,5,2,35,3
24.98,200,0,11257,0.9661161944,3,4,20,3
1,228,24879.11,14117,0.8835276617,3,4,14,60
1,230,23575.7,23043.5,0.9818109228,3,4,27,48
0,240,0,124025.2,0.7115789311,5,2,23,20
1,236,19495.71,19187.23,0.9635596175,3,2,17,57
24.98,240,13936,13644.2,0,5,2,59,1
66,240,118935.8,104684,0,5,2,14,11
0,200,13872.29,10623.44,0.9537692122,3,4,21,58
1,240,0,10127.72,0.8836931471,4,2,42,32
1,235,1821.61,17565.77,0.8455962932,3,2,43,26
8,240,0,25866.19,0.7622872624,4,2,34,6
56,220,11461.58,11441.53,0.9373475401,3,4,18,61
24.98,180,112397.39,82461.42,1,5,2,23,27
1,228,24894.61,14104,0.8894030062,3,4,14,60
1,240,0,159757.94,0.7119709849,5,2,29,35
93,180,7797.43,9850.4,0.871762568,3,2,34,37
1,230,13653.02,15965.83,0.9238636513,3,2,23,53
31,234,15900.13,20183.4,0.8825896529,3,2,24,50
2,228,12655.14,15263.59,0.1708936102,3,4,70,3
24.98,204,15065.29,14347.94,0,4,3,21,6
37,234,13510.58,14117.12,0.9617089038,3,2,14,60
1,220,12833.06,11390.42,0.9324010879,3,4,18,61
60,240,0,20490.2,1,4,2,68,2
90,230,22606.23,22842.14,0.9683357164,3,4,23,52
1,228,15343.48,16556.64,0,3,2,63,14
94,234,9792.86,12249.45,0.8975472368,3,2,36,45
94,224,14956.45,17840.36,0.8947644554,3,2,17,55
90,240,10862.71,11232.16,0,4,2,30,1
1,234,14892.43,14781.96,0.9228255252,3,2,32,48
26,180,71916.89,66569.15,1,1,2,25,47
37,230,13652.97,15965.84,0.8977335361,3,2,23,53
24.98,180,32360.89,34658.64,0,5,2,49,9
24.98,180,77091.91,57768.24,0,5,2,27,22
94,224,14956.45,17840.36,0.8947717423,3,2,17,55
58,234,13510.43,14117.12,0.9617089038,3,2,14,60
1,222,13550.35,13702.54,0.9660712539,3,4,31,52
22,234,13510.56,14117.12,0.9617089038,3,2,14,60
90,221,23615.85,20171.85,0.925876407,3,4,31,33
17,222,13542.93,12717.01,0.9459196777,3,4,30,53
24.98,240,17455.86,38883.26,0.4524883505,5,2,13,7
52,228,16049.29,19451.28,0.847229077,3,2,37,34
2,230,7421.28,11425.6,0.9057414928,3,4,19,61
13,230,7419.46,11425.6,0.9134855062,3,4,19,61
1,222,13550.35,12643.91,0.9709298785,3,4,30,53
1,240,0,57736.27,0.7184685038,5,2,40,5
1,240,0,73089.92,0,5,2,45,18
2,224,14956.46,17840.36,0.9062401207,3,2,17,55
16,240,24548.32,26239.43,0,5,2,38,4
24.98,204,15272.09,14427.26,0,4,3,21,7
7,240,0,21376.31,0.5672884098,5,2,16,34
1,236,5190.86,5790.9,1,3,4,43,34
24.98,240,68452.8,73625.17,0,5,2,26,8
96,240,46964.97,100341.13,0.7941555917,5,2,25,30
8,240,0,72807.13,0.7143849039,5,2,24,2
24.98,240,35404.6,34513.09,0,5,2,30,2
94,236,16103.55,19817.02,1,3,2,32,42
1,218,28572.13,29048.71,0.0164062363,3,2,59,16
90,218,32650.34,15745.91,0.9033869748,3,4,22,43
23,218,33115.79,17792.18,0.9112722556,3,4,24,40
1,224,14435.24,16588.25,0.1297912679,3,2,56,20
1,231,7861.28,8814.86,0.1081786892,3,2,65,13
24.98,240,50949.83,63110.63,0,5,2,32,18
95,240,66963.24,68047.98,0,5,2,23,2
24.98,240,23168.28,27704.51,0.7865848276,4,2,17,31
13,228,12093.47,17564.74,0.8808539153,3,4,33,37
2,234,12775.47,17289.79,0.8865850887,3,4,33,41
24.98,224,18685.53,17852.06,0,3,2,17,4
1,200,12323.28,10623.44,0.9306561716,3,4,21,58
68,218,32698,15691.5,0.9175419813,3,4,22,43
1,224,14435.24,16943.26,0.8610904867,3,2,50,26
24.98,240,30902.72,36626.8,0.7818632442,4,2,21,29
24.98,200,0,11257,0.9636821533,3,4,20,3
2,236,21302.92,13201.44,0.9327997552,3,2,7,66
1,228,24895.45,14104,0.8894030062,3,4,14,60
2,228,11887.82,17581.67,0.9239116648,3,4,33,40
68,218,33540.79,17724.5,0.9266659144,3,4,24,40
2,228,11982.28,17577.82,0.8741675589,3,4,37,36
4,224,15053.74,17840.36,0.8924236955,3,2,17,55
1,240,11764.17,10741.17,0,4,2,55,12
13,180,0,31986.78,0.5879229401,5,2,42,23
24.98,204,12502.38,12306.73,0,4,3,35,2
24.98,240,78174.12,74453.52,0,5,2,11,4
70,234,13512.22,14117.12,0.9617089038,3,2,14,60
26,235,13081.03,13295.76,0.9937040079,3,2,13,62
26,236,20786.44,13201.44,0.9392429917,3,2,7,66
3,230,7484.37,11425.6,0.9218141717,3,4,19,61
94,230,7419.46,11421.25,0.9140619459,3,4,19,61
44,240,0,30569.02,0.7423131665,4,2,49,1
24.98,200,0,11257,0.9636821533,3,4,20,10
94,224,14956.45,17840.36,0.9238148782,3,2,17,55
93,218,28245.8,24367.12,0,3,4,39,17
24.98,60,23193.67,22518.43,0,5,2,33,2
96,224,14956.45,17840.36,0.8907589309,3,2,17,55
24.98,240,45555.39,39527.8,0,4,2,24,19
10,231,7872.29,8547.62,0.0790079578,3,2,72,6
13,222,13550.35,12621.66,0.9621087876,3,4,30,53
71,228,12180.63,16117.26,0.2442493327,3,4,54,16
24.98,240,46536.8,51458.7,0,5,2,24,6
1,231,7860.09,9365.8,0.865573683,3,2,50,28
1,200,14137.86,10623.44,0.9621817415,3,4,21,58
94,224,14956.45,17840.36,0.9155543946,3,2,17,55
0,180,0,2327.77,1,5,2,57,2
94,199,47203.58,45824.78,0,5,2,45,2
1,231,7861.28,9187.29,1,3,2,53,25
68,218,33500.31,17724.5,0.9266659144,3,4,24,40
1,231,7868.42,9376.13,0.9521657656,3,2,49,29
90,221,26175.87,20060.46,0.9412949653,3,4,31,33
24.98,240,16440.3,15101.88,0,4,2,46,10
13,204,13122.29,15699.29,0.7806514135,4,3,37,37
70,224,15053.75,17852.06,0.9020370758,3,2,17,55
59,240,51476.92,58250.38,0,4,2,28,23
24.98,96,40310.21,29545.33,0.82595007,5,2,10,37
94,225,19560.93,14602.83,0.9433205755,3,4,22,26
1,218,28572.14,20784.64,0.9808271878,3,2,42,33
1,224,14435.23,17179.27,0.9591303938,3,2,48,28
20,230,7422.45,11425.6,0.9148184778,3,4,19,61
1,218,28572.15,20772.12,0.9795913946,3,2,42,33
24.98,240,66919.97,66820.3,0,5,2,20,0
1,230,23042.38,22929.18,0.9658701271,3,4,23,52
91,230,8256.86,9612.49,0.9117221448,3,2,28,52
1,224,14956.45,17840.36,0.9256853561,3,2,17,55
1,224,14956.45,17840.36,0.9312721268,3,2,17,55
3,218,33484.57,17724.5,0.9266659144,3,4,24,40
92,240,6830.19,6767.6,0,4,2,53,11
1,240,0,54271.79,0.8029819092,5,2,30,4
24.98,204,19033.19,14665,1,4,3,17,31
24.98,240,82778.11,77567.95,0,5,2,24,6
24.98,240,95787.98,85689.65,0,4,2,16,9
94,224,15053.73,17840.36,0.8947212949,3,2,17,55
94,224,14956.45,17840.36,0.8907589309,3,2,17,55
93,218,28245.8,24367.12,0,3,4,39,17
10,223,15166.29,16156.64,0.0612967795,3,2,62,10
93,218,28176.64,24594.63,0,3,4,39,17
1,240,75288.89,50918.61,0.716605531,5,2,28,43
1,235,13081.03,13295.76,0.9702476579,3,2,13,62
24.98,60,1477.31,20805.39,0.4880562144,1,2,22,39
1,231,7862.07,9102.51,0.1362745001,3,2,58,20
83,230,8256.14,9618.56,0.9124827417,3,2,28,52
24.98,228,28680.4,27135.17,0,3,4,41,18
1,230,8256.13,9618.56,0.8929829413,3,2,28,52
24.98,220,10183.61,11382.38,0.9455544447,3,4,18,61
94,235,14445.55,15250.46,0.0527793916,3,2,75,2
1,235,13055.05,13264.24,0.9594820359,3,2,31,50
0,224,14956.45,17840.36,0.9298691282,3,2,17,55
7,240,44325.4,54826.79,0.7336235402,5,2,32,34
24.98,220,14971.26,11382.38,0.9386912052,3,4,18,61
91,235,14443.4,15244.05,0.0525221316,3,2,75,2
24.98,240,113051.04,107194.57,0,5,2,12,4
1,200,11305.08,10623.44,0.9525652708,3,4,21,58
90,240,64067.46,66106.65,0,5,2,21,2
24.98,228,13946.27,16506.96,0.1551278976,3,4,70,1
6,240,46288.15,56647.86,0.6972491914,5,2,38,33
1,240,32075.55,32620.06,0,5,2,44,4
