"bs","pz_amor","vl_recuperacao","EAD","lgd","COD_OR_REC","COD_tp_garantia","tempo_sobrev1","tempo_sobrev2"
22,360,0,68272.96,1,5,2,20,4
96,300,65429.74,66662.25,0.0184888749,4,2,25,7
1,360,0,55312.6,1,5,2,14,3
59,300,0,50196.71,1,4,2,18,7
5,300,40657.6,39188.32,0,4,2,24,2
24.98,300,58089.23,57965.97,0,4,2,14,3
45,300,68816.42,68295.46,0,4,2,20,6
93,300,0,32934.18,1,4,2,24,1
0,300,0,64467.89,1,4,2,15,12
1,360,0,86622.7,1,5,2,14,9
1,300,62343.17,54935.16,0,4,2,10,19
2,300,0,76910.73,1,4,2,21,4
19,240,0,77215.63,1,4,2,20,7
40,300,53914.94,53178.4,0,4,2,12,3
38,360,0,122734.9,1,5,2,24,1
4,240,0,58642.13,1,4,2,22,1
96,300,0,75318.37,1,4,2,23,1
24.98,360,106233.23,114446.36,0.0717640124,5,2,7,4
0,240,0,97797.32,1,5,2,16,8
0,300,78931.07,75728.47,0,4,2,11,7
1,300,72591.4,62587.31,0,4,2,8,22
1,300,0,73169.12,1,4,2,14,4
2,240,0,96842.38,1,5,2,26,1
71,226,0,74946.32,1,4,2,17,2
2,360,120781.04,122214.12,0.0117259773,5,2,15,9
2,360,418063.42,402443.07,0,5,2,11,13
46,300,0,65730.54,1,4,2,26,3
1,300,0,51333.81,1,4,2,13,4
2,360,151455.41,168072.03,0.0988660636,5,2,14,12
10,300,17444.56,16423,0,4,2,14,6
23,240,0,129049.35,1,5,2,19,9
5,300,60081.38,56266.45,0,4,2,14,10
1,240,0,62404.33,1,4,2,12,1
0,300,0,56545.28,1,4,2,9,4
10,180,0,34316.02,1,4,2,24,1
94,300,0,52503.58,1,4,2,21,2
0,360,151101.5,132181.32,0,5,2,10,14
1,300,0,51101.35,1,4,2,14,5
0,360,0,374784.39,1,5,2,7,21
70,300,0,68575.69,1,4,2,15,1
2,240,0,71573.03,1,4,2,24,3
3,300,0,50587.84,1,4,2,20,1
1,300,0,51947.79,1,4,2,9,11
1,300,0,51669.08,1,4,2,27,4
5,300,56771.81,55292.27,0,4,2,20,5
65,240,0,91078.16,1,5,2,22,3
13,360,116041.73,113993.02,0,5,2,16,13
1,300,0,53650.93,1,4,2,19,4
1,120,0,46140.27,1,5,2,23,1
1,300,0,65426.08,1,4,2,15,1
1,340,0,96906.86,1,5,2,17,3
52,300,0,82092.84,1,4,2,12,4
34,360,72762.84,76716.83,0.0515400597,5,2,9,9
2,300,0,72050.16,1,4,2,11,3
1,300,0,43423.17,1,4,2,20,4
1,300,77366.2,68866.43,0,4,2,10,18
17,300,0,66502.71,1,4,2,26,2
5,360,0,154749.91,1,5,2,17,8
0,300,0,74220.9,1,4,2,10,1
94,300,0,19492.11,1,4,2,30,4
1,300,0,62819.68,1,4,2,10,13
0,300,0,35744.72,1,4,2,14,7
3,300,0,36341.19,1,4,2,8,22
4,240,0,68378.71,1,4,2,20,2
3,360,313171.63,317316.74,0.0130630045,5,2,13,7
73,240,0,50938.7,1,4,2,28,5
0,300,73427.42,76478.25,0.0398914724,4,2,13,2
14,300,0,43900.27,1,4,2,13,3
1,300,0,30494.89,1,4,2,23,12
1,300,0,64565.17,1,4,2,20,0
1,323,0,235564.76,1,5,2,20,3
0,120,89690.88,109822.92,0.1833136471,1,2,12,1
1,325,229070.42,224200.22,0,5,2,23,2
17,300,43586.85,40404.3,0,4,2,7,20
0,240,0,280528.03,1,5,2,12,10
32,300,0,74388.91,1,4,2,16,4
2,300,0,89207.68,1,4,2,24,7
1,120,300714.67,263755.82,0,5,2,12,9
2,300,0,72519,1,4,2,12,3
86,240,0,38686.26,1,4,2,27,3
4,300,0,66731.11,1,4,2,22,2
6,120,248169.97,239118.03,0,5,2,21,5
18,300,0,37063.92,1,4,2,21,4
1,300,0,62882.12,1,4,2,9,1
2,300,0,50302.88,1,4,2,14,1
1,300,0,61268.27,1,4,2,8,1
0,240,29896.44,28725.19,0,5,2,13,4
14,300,0,55095.94,1,4,2,24,1
25,300,0,40100.3,1,4,2,10,2
0,300,0,89247.46,1,5,2,12,6
30,300,0,62162.6,1,4,2,15,1
8,300,0,42675.49,1,4,2,20,8
2,360,0,143253.47,1,5,2,11,1
91,360,0,101115.19,1,5,2,30,3
0,360,0,114143.44,1,5,2,12,16
13,240,0,84685.76,1,5,2,26,1
1,305,0,95021.19,1,5,2,16,7
1,300,0,83266.45,1,4,2,21,2
18,360,0,76824.78,1,5,2,16,1
0,300,66055.5,63494.58,0,4,2,13,5
1,302,226522.1,202494.8,0,5,2,10,10
5,300,0,59935.11,1,4,2,27,6
1,300,35412.31,33124.92,0,4,2,19,12
56,360,0,238141.84,1,5,2,21,1
5,300,0,52545.74,1,4,2,15,4
1,300,63479.81,61636.83,0,4,2,18,5
0,360,108866.5,102565.23,0,5,2,18,9
1,240,35349.22,34267.48,0,4,2,19,2
8,300,38030.18,38808.42,0.0200533802,4,2,11,2
4,300,0,74856.27,1,4,2,11,6
1,360,0,123694.76,1,5,2,10,9
1,300,0,72491.71,1,4,2,18,7
1,360,0,131733.7,1,5,2,12,9
2,360,0,84177.79,1,5,2,20,1
1,240,72832.15,68036.95,0,4,2,11,8
1,300,0,56981.19,1,4,2,12,2
1,300,62301.2,59681.17,0,5,2,12,4
6,300,34462.91,34024.09,0,4,2,15,2
2,300,70765.72,70263.43,0,4,2,10,2
1,360,0,106250.59,1,5,2,22,6
12,360,262202.91,261713.1,0,5,2,17,0
1,302,0,71333.87,1,5,2,10,21
24.98,301,206352.16,202808.98,0,5,2,17,2
70,300,0,83141.21,1,4,2,20,1
5,360,21566.29,23268.17,0.0731419789,5,2,25,1
2,240,0,69383.59,1,4,2,19,3
13,360,0,121570.95,1,5,2,20,3
1,300,0,39077.56,1,4,2,20,6
76,300,0,29644.53,0,4,2,12,12
1,300,0,57252.16,1,4,2,18,3
3,300,0,83892,1,4,2,17,2
4,360,0,92469.26,1,5,2,21,2
95,240,61884.52,61870.32,0,4,2,7,0
7,360,0,136670.81,1,5,2,15,0
1,300,0,52189.98,1,4,2,12,13
0,360,0,39829.79,1,5,2,13,8
46,360,13521.64,189243.92,0.9285491444,5,2,24,4
45,240,0,82474.04,1,5,2,18,5
1,300,72914.99,63620.86,0,5,2,9,13
1,300,0,61551.49,1,4,2,15,10
1,300,0,43859.5,1,4,2,15,2
0,300,50510.49,49292.56,0,4,2,18,3
1,240,0,115495.28,1,5,2,18,2
54,240,76036.18,74088.24,0,4,2,27,5
30,300,66712.11,66886.98,0.0026144102,4,2,26,7
3,300,0,86978.68,1,4,2,14,2
85,240,0,78384.81,1,4,2,26,1
5,240,0,76060.42,1,4,2,17,5
2,300,0,77611.47,1,4,2,19,12
1,300,0,49178.75,1,4,2,20,13
0,300,23713.74,22821.92,0,4,2,10,6
3,300,0,42445.54,1,4,2,15,1
4,300,0,40707.1,1,4,2,12,4
1,300,0,45410.63,1,4,2,14,4
34,300,38723.96,38996.48,0.006988323,4,2,11,1
96,300,0,83512.59,1,4,2,28,5
1,300,0,50031.52,1,4,2,14,6
56,300,0,70123.67,1,4,2,31,1
45,300,0,56227.11,0,4,2,9,15
1,300,0,69711.8,1,4,2,13,1
61,360,0,49208.25,1,5,2,13,3
2,360,70292.5,61503.08,0,5,2,13,1
1,360,0,135043.72,1,5,2,12,3
1,300,81200.12,80626.46,0,4,2,23,1
2,300,0,35756.26,1,4,2,21,4
0,360,0,176402.71,1,5,2,10,0
8,300,0,52763.44,1,4,2,14,2
8,300,0,56116.47,1,4,2,16,3
0,300,0,54719.81,1,4,2,17,3
11,300,94144.41,87915.65,0,4,2,13,10
4,360,0,153767.75,1,5,2,9,1
1,300,0,62147.63,1,4,2,13,14
4,300,0,58374.75,1,4,2,16,1
1,300,0,70952.21,1,4,2,14,3
2,360,0,67166.52,1,5,2,21,3
3,360,41495.71,39888.41,0,5,2,21,1
9,240,78078.38,76204.03,0,5,2,9,24
11,300,0,65911.7,1,4,2,23,3
81,240,32935.42,31793.79,0,4,2,17,6
36,300,0,60296.96,1,4,2,12,2
96,300,0,57607.98,1,4,2,19,1
2,120,0,55288.19,1,1,2,14,14
2,120,0,48907.92,1,1,2,14,14
19,300,88278.89,88150.29,0,4,2,15,1
0,300,79322.7,73854.74,0,4,2,8,11
26,300,0,76626.74,1,4,2,14,2
1,300,0,58017.96,1,4,2,17,6
5,300,0,75790.96,1,4,2,18,9
25,300,0,115804.05,1,5,2,27,1
1,240,89873.25,71603.25,0,4,2,10,22
1,360,0,129682.73,1,5,2,11,1
8,300,0,52090.39,1,4,2,24,4
13,300,38310.22,37095.38,0,4,2,17,6
40,240,0,78545.47,1,5,2,17,2
2,300,0,45414.85,1,4,2,21,1
60,300,0,41277.47,1,4,2,19,2
49,240,62275,67676.01,0,5,2,13,21
1,300,62311.71,59812.64,0,4,2,16,6
1,300,0,55064.72,1,5,2,9,1
3,360,0,140706.02,1,5,2,7,0
1,300,0,49470.89,1,4,2,10,6
1,240,63077.7,57348.73,0,4,2,7,12
45,240,0,68175.16,1,4,2,25,3
94,300,0,39899.67,1,4,2,27,2
95,300,0,54041.37,1,4,2,23,2
0,360,171184.82,190249.37,0.1002082162,5,2,13,16
70,300,0,39426.34,1,4,2,27,2
0,300,0,64189.33,1,4,2,8,9
1,300,0,66976.01,1,4,2,12,2
0,240,0,176826.71,1,5,2,19,4
56,300,0,64469.02,1,4,2,25,1
61,300,93754.25,92204.02,0,4,2,14,1
1,240,0,198177.85,1,5,2,15,15
1,300,50327.97,47672.15,0,4,2,11,9
1,300,0,28860.23,1,4,2,9,8
31,300,0,59973.04,1,4,2,10,5
0,300,71835.47,63004.87,0,4,2,8,20
32,300,0,62447.61,1,4,2,15,1
3,240,102579.16,96978.65,0,5,2,18,6
11,300,0,69567.79,1,4,2,18,4
0,300,0,81471.65,1,4,2,18,4
0,300,117784.22,104891.22,0,5,2,12,12
3,300,67066.01,64600.25,0,4,2,18,6
61,300,59558.25,63593.31,0.063451014,4,2,13,8
0,360,95093.08,84088.35,0,5,2,14,12
0,300,0,88451.67,1,4,2,12,2
1,300,81165.98,79004.46,0,4,2,12,5
96,300,0,51500.35,1,5,2,25,2
45,300,61536.01,59530.56,0,4,2,19,7
1,360,89821.05,84494.92,0,5,2,13,6
1,300,0,54834.35,1,4,2,13,3
1,360,0,158051.94,1,5,2,11,3
1,300,0,72776.98,1,4,2,16,10
1,120,123374.72,118513,0,5,2,14,8
18,300,51218.37,50123.26,0,4,2,13,3
1,300,77329.91,68449.26,0,4,2,8,19
1,120,0,23001,1,4,2,21,4
0,300,0,71812.57,1,4,2,15,4
0,300,58895.73,56361.3,0,4,2,7,7
1,300,0,60901.21,1,4,2,16,13
1,300,0,58207.36,1,4,2,11,4
13,300,53182.86,55785.7,0.0466578353,4,2,8,5
65,240,0,64429.08,1,4,2,19,1
49,360,136894.21,136583.19,0,5,2,14,0
8,360,0,170681.91,1,5,2,23,4
12,360,0,83710.24,1,5,2,25,2
1,300,74012.72,67906.54,0,4,2,9,13
64,300,67215.51,69251.54,0.0294005014,4,2,25,0
1,300,82331.74,80641.3,0,4,2,8,4
1,300,0,36430.75,1,4,2,19,9
33,240,0,124641.46,1,5,2,19,3
1,300,0,54596.63,1,4,2,8,3
8,239,0,99941.54,1,5,2,18,3
2,300,0,45966.54,1,4,2,15,15
1,300,53668.78,49711,0,4,2,12,13
1,360,0,167683.31,1,5,2,11,2
1,300,53860.46,53492.93,0,4,2,17,1
24.98,300,0,35820.59,1,4,2,14,3
1,300,0,42044.91,1,4,2,8,9
0,300,0,43872.03,1,4,2,7,6
96,240,0,188926.58,1,5,2,9,3
24.98,300,0,78785.63,1,4,2,12,1
24.98,360,0,52442.17,1,5,2,8,9
26,300,0,39219.49,1,4,2,19,1
24.98,300,0,51338.07,1,4,2,10,4
24.98,300,0,43110.13,1,4,2,13,5
1,300,65130.01,65128.23,0,4,2,8,2
24.98,300,0,83465.13,1,4,2,11,4
95,300,60241.83,58230.3,0,4,2,15,6
24.98,300,85469.63,81514.65,0,4,2,7,7
24.98,300,0,74896.59,1,4,2,12,1
24.98,300,183716.96,201531.76,0.0883969852,5,2,9,4
44,300,0,79550.83,1,4,2,17,3
5,300,0,65385,1,4,2,14,3
67,360,0,90832.76,1,5,2,12,2
11,300,64263.8,63070.03,0,4,2,15,4
16,300,0,49422.99,1,4,2,13,4
24.98,300,0,79490.71,1,4,2,10,0
24.98,300,0,63279.99,1,4,2,10,8
1,300,0,95504.24,1,4,2,7,4
24.98,300,0,84045.71,1,4,2,8,1
24.98,300,96632.45,93424.55,0,4,2,9,6
1,360,0,99704.71,1,5,2,7,8
6,300,87163.83,81939.45,0,4,2,9,11
21,119,0,145474.78,1,5,2,15,3
24.98,300,0,78649.62,1,4,2,11,5
1,300,0,73075.41,1,4,2,7,2
24.98,120,0,26229.96,1,5,2,10,2
24.98,360,0,298744.17,1,5,2,9,1
66,300,0,90724.35,1,4,2,12,6
24.98,300,0,54717.68,1,4,2,15,3
24.98,360,0,107997.23,1,5,2,12,1
12,300,0,54942.29,1,4,2,14,2
24.98,310,0,129274.13,1,5,2,8,5
24.98,300,0,87836.3,1,4,2,9,2
24.98,300,74536.85,71921.54,0,4,2,8,7
24.98,300,61336.07,59820.31,0,4,2,9,4
1,300,81970.83,77400.84,0,4,2,7,10
96,360,0,364250.88,1,5,2,12,3
15,360,0,100447.43,1,5,2,8,1
24.98,360,144894.45,140417.31,0,5,2,11,3
1,300,96100.96,93284.35,0,4,2,10,5
24.98,300,0,44895.3,1,4,2,11,4
24.98,360,0,94631.84,1,4,2,8,5
37,300,0,74955.63,1,4,2,11,5
4,360,0,136340.61,1,5,2,14,3
24.98,300,0,92044.75,1,4,2,11,1
24.98,300,62632.31,61472.05,0,4,2,9,3
8,300,0,57305.91,1,4,2,19,1
24.98,300,0,84997.73,1,4,2,12,3
24.98,300,0,75943.91,1,4,2,7,9
96,300,0,59210.27,1,4,2,15,3
24.98,300,0,86937.47,1,4,2,7,4
54,300,0,73301.52,1,4,2,18,5
18,300,0,84153.4,1,4,2,12,9
1,300,78057.45,77013.3,0,4,2,7,2
12,300,76743.26,73845.19,0,4,2,9,8
24.98,300,0,90930.5,1,4,2,7,5
24.98,300,0,70066.56,1,4,2,8,3
2,300,0,66527.33,1,4,2,12,2
24.98,360,0,128437.96,1,5,2,8,4
24.98,300,0,82880.81,1,4,2,7,4
24.98,300,0,70008.65,1,4,2,11,5
24.98,300,55261.05,54465.28,0,4,2,14,3
45,360,0,94422.51,1,5,2,15,2
24.98,360,0,119154.59,1,5,2,8,1
24.98,300,0,75196.19,1,4,2,9,1
24.98,300,0,77483.7,1,4,2,9,7
24.98,300,0,63102.16,1,4,2,8,3
24.98,300,0,73259.6,1,4,2,7,3
64,300,0,64264.1,1,4,2,15,2
13,300,0,83834.51,1,4,2,13,5
24.98,300,0,87456.07,1,4,2,7,1
89,300,0,67360.1,1,4,2,16,1
1,300,86887.4,88543.95,0.0187087881,4,2,9,1
24.98,300,0,61585.31,1,4,2,7,3
24.98,300,0,67711.68,1,4,2,7,1
24.98,240,0,70168.5,1,4,2,13,1
24.98,300,0,92404.65,1,4,2,11,3
24.98,300,0,79310.67,1,4,2,7,4
4,300,74551.18,71959.43,0,4,2,12,6
24.98,360,65210.62,60586.1,0,5,2,10,4
24.98,360,39872.24,36187,0,5,2,8,9
24.98,300,0,62482.61,1,4,2,10,4
0,360,0,171936.7,1,5,2,7,8
7,300,0,75793.69,1,4,2,9,6
3,60,0,37369.41,1,1,2,7,15
12,300,56520.41,53321.34,0,4,2,10,10
46,300,0,68464.56,1,4,2,14,3
18,360,0,95302.43,1,5,2,18,4
1,300,0,79009.42,1,4,2,7,3
24.98,360,154876.08,148371.85,0,5,2,8,4
7,360,0,80828.37,1,5,2,10,8
24.98,360,0,155728.91,1,5,2,7,1
24.98,300,0,79105.3,1,4,2,7,2
24.98,300,0,80965.69,1,4,2,9,7
9,360,122374.84,111907.89,0,5,2,8,10
1,300,80341.43,76014.3,0,4,2,8,10
60,360,0,127359.21,1,5,2,10,1
13,300,0,61500.85,1,4,2,13,3
24.98,300,0,74959.32,1,4,2,11,5
24.98,300,51774.67,50216.04,0,4,2,8,6
10,300,0,74991.45,1,4,2,11,6
4,360,0,202870.28,1,5,2,11,8
24.98,300,47222.77,45803.3,0,4,2,9,5
24.98,300,78404.33,77753.93,0,4,2,10,2
6,360,247610.66,216479.94,0,5,2,8,11
24.98,360,0,54850.61,1,4,2,13,1
24.98,360,0,99387.98,1,5,2,10,1
5,300,0,74234.14,1,4,2,10,2
24.98,300,0,49806.46,1,4,2,14,1
24.98,300,85425.04,83785.95,0,4,2,8,3
24.98,300,0,73132.25,1,4,2,14,1
24.98,300,0,75576.34,1,4,2,12,3
1,300,0,84827.74,1,4,2,8,6
96,300,77109.81,75408.04,0,4,2,13,5
0,300,50920.88,55042.69,0.0748838765,4,2,8,8
1,300,69132.99,65379.34,0,4,2,7,9
77,360,143791.75,137004.25,0,5,2,15,5
15,300,0,69527.21,1,4,2,11,2
34,240,0,53204.64,1,4,2,15,2
1,300,46484.56,45003.44,0,4,2,8,6
0,180,29846.45,29602.24,0,5,2,15,2
24.98,300,0,48772.77,1,4,2,7,4
24.98,300,59650.86,55991,0,4,2,9,9
93,300,0,240357.14,1,5,2,11,2
32,360,0,63585.47,1,5,2,16,1
3,300,0,55474,1,4,2,11,1
24.98,300,0,22785.05,1,4,2,9,1
1,300,0,69251.35,1,4,2,8,12
24.98,300,0,59607.19,1,4,2,12,3
24.98,360,109815.96,100915.18,0,5,2,8,6
1,300,56451.17,53456.56,0,4,2,7,16
24.98,360,142792.82,134029.83,0,5,2,8,3
85,240,0,47301.39,1,4,2,18,3
24.98,300,0,54844.21,1,4,2,8,8
23,300,0,60230.08,1,4,2,10,10
24.98,300,0,69428.91,1,4,2,12,2
24.98,300,0,80693.12,1,4,2,10,4
96,300,0,63363.35,1,4,2,11,2
4,360,0,110939.62,1,5,2,11,10
8,300,62868.59,59152.44,0,4,2,9,8
24.98,300,0,66533.64,1,4,2,11,3
24.98,300,0,60303.62,1,4,2,12,1
8,300,0,67477.87,1,4,2,16,2
1,300,64270.1,61983.25,0,4,2,9,6
11,300,0,63753.99,1,4,2,13,3
24.98,300,89817.28,89142.21,0,4,2,8,1
93,300,0,64942.76,1,4,2,12,2
94,300,0,61846.11,1,4,2,18,5
24.98,300,0,73490.42,1,4,2,14,5
24.98,300,0,90547.24,1,4,2,8,10
53,300,0,83694.77,1,4,2,17,5
24.98,300,41958,40675.37,0,4,2,7,5
24.98,300,0,81916.8,1,4,2,12,1
24.98,360,0,153516.41,1,5,2,12,2
94,300,0,84988.6,1,4,2,11,1
24.98,300,0,89136.52,1,4,2,8,1
24.98,300,0,91578.56,1,5,2,8,1
24.98,300,64413.37,62393.83,0,4,2,7,6
8,240,0,182244.4,1,5,2,14,6
24.98,300,0,30007.94,1,4,2,9,4
8,300,0,67442.08,1,4,2,9,4
24.98,300,0,84016.93,1,4,2,7,2
2,360,0,76352.7,1,5,2,11,9
24.98,360,0,105781.25,1,5,2,9,3
22,300,72576.48,70130.38,0,4,2,9,5
94,300,0,65457.27,0,4,2,8,10
12,300,0,97443.03,1,4,2,12,2
24.98,360,0,135972.73,1,5,2,9,3
24.98,240,0,80905,1,4,2,13,2
24.98,300,0,71388.57,1,4,2,14,1
24.98,120,0,207418.32,1,5,2,10,1
24.98,300,0,92227.59,1,4,2,7,3
24.98,300,0,88126.83,1,4,2,14,3
44,300,0,70276.82,1,4,2,17,3
24.98,300,0,86304.9,1,4,2,13,3
24.98,360,0,109434.24,1,5,2,12,5
64,300,0,45062.53,1,4,2,17,3
2,300,82966.13,79015.67,0,4,2,7,8
24.98,300,0,81561.04,1,4,2,8,3
61,240,0,73599.1,1,4,2,11,5
1,300,0,65788.66,1,4,2,7,2
17,300,0,76975.98,1,4,2,10,1
24.98,300,50706.74,49452.26,0,4,2,13,5
10,120,177841.33,212191.55,0.1618830722,1,2,12,1
24.98,300,0,51449.56,1,4,2,11,1
24.98,300,0,71868.67,1,4,2,8,4
24.98,300,0,85354.72,1,4,2,8,1
24.98,240,0,69730.14,1,4,2,11,6
24.98,300,0,76808.46,1,4,2,9,1
8,300,26135.2,24782.94,0,4,2,11,6
65,300,0,61288.96,1,4,2,13,6
24.98,300,0,79429.21,1,4,2,8,1
96,155,0,22289.31,1,1,2,11,4
2,300,0,35266.27,1,5,2,11,1
4,300,0,54814.32,1,4,2,16,5
23,360,0,148379.72,1,5,2,12,2
77,360,145559.58,142449.55,0,5,2,16,3
24.98,300,0,78909.97,1,4,2,10,1
61,300,75927.81,80477.02,0.0565280623,4,2,11,3
7,300,0,62450.1,1,4,2,10,6
96,240,0,82295.55,1,5,2,14,1
24.98,360,0,104417.92,1,5,2,8,3
77,358,0,152915.47,1,5,2,13,4
37,300,0,124210.09,1,4,2,16,2
1,300,148121.83,139658.4,0,5,2,8,6
24.98,360,0,52945.59,1,5,2,10,1
18,300,0,42573.03,1,4,2,14,5
4,360,0,178789.26,1,5,2,15,2
56,300,0,71618.04,1,4,2,15,1
24.98,300,0,53311.46,1,4,2,9,3
24.98,300,58653.89,56669.53,0,4,2,10,3
24.98,348,37731.88,37316.86,0,5,2,11,1
8,300,0,71060.72,1,4,2,19,4
24.98,300,0,64759.99,1,4,2,10,1
24.98,300,82426.48,81691.34,0,4,2,15,2
2,300,0,71099.53,1,4,2,14,3
70,300,0,77501.26,1,4,2,13,4
3,300,0,72501.85,1,4,2,16,3
5,300,0,85377.71,1,4,2,15,1
24.98,300,0,57717.98,1,4,2,7,4
1,300,66018.86,64604.17,0,4,2,7,3
24.98,300,94551,92151.98,0,4,2,12,4
24.98,300,0,62730.41,1,4,2,7,3
24.98,300,0,71392.24,1,4,2,8,7
94,300,0,64291.29,1,4,2,19,5
24.98,345,0,188300.88,1,5,2,12,4
24.98,300,55009.3,52324.83,0,4,2,9,7
24.98,300,46665.67,46061.41,0,4,2,8,3
24.98,360,0,72608.72,1,5,2,11,2
32,360,0,172879.25,1,5,2,11,5
17,300,0,50857.73,1,4,2,12,1
1,300,91817.14,89599.83,0,4,2,8,4
24.98,300,86719.99,83792.48,0,4,2,8,6
70,360,0,299265.56,1,5,2,10,1
71,300,0,54393.04,1,4,2,12,2
6,120,0,215538.86,1,1,2,11,3
1,300,71841.02,67123.2,0,4,2,7,11
9,300,83047.67,78925.51,0,4,2,13,10
65,360,66044.69,223015.38,0.7038558955,5,2,15,6
24.98,300,0,75701.14,1,4,2,7,5
77,300,0,65551.48,1,4,2,19,3
1,360,0,60796.35,1,5,2,9,1
24.98,360,0,231661.6,1,5,2,12,1
2,360,160807.62,150590.97,0,5,2,8,6
24.98,300,0,82218.82,1,4,2,11,1
1,300,0,66173.45,1,4,2,9,1
24.98,300,0,70107.3,1,4,2,11,3
65,300,0,60419.56,1,4,2,17,3
23,300,0,72412.86,1,4,2,12,8
24.98,360,0,128078.74,1,5,2,11,6
6,360,120664.82,112928.49,0,5,2,15,8
24.98,300,0,57228.75,1,4,2,10,2
2,240,97585.97,93896.49,0,4,2,9,6
24.98,360,0,399355.11,1,5,2,8,3
24.98,300,91646.62,87810.96,0,4,2,10,2
24.98,240,0,137243.6,1,4,2,13,4
24.98,300,0,66637.36,1,5,2,13,3
1,300,76628.3,74284.3,0,4,2,8,5
24.98,300,55049.88,52573.04,0,4,2,8,8
24.98,360,0,125832.79,1,5,2,13,2
24.98,300,0,142934.83,1,5,2,8,9
24.98,300,0,79202.4,1,4,2,8,1
24.98,300,0,62462.28,1,4,2,12,1
93,300,0,57778.58,1,4,2,16,2
1,300,0,92026.94,1,4,2,10,6
5,300,0,58283.33,1,4,2,13,2
24.98,300,0,52451.55,1,4,2,13,1
45,300,0,62606.52,1,4,2,14,0
56,300,0,102947.72,1,4,2,15,2
24.98,300,22788.9,22311.93,0,4,2,14,4
24.98,300,0,76182.09,1,4,2,12,5
24.98,240,0,53076.18,1,4,2,12,1
24.98,360,281688.96,266643.38,0,5,2,7,2
24.98,360,0,52134.4,1,5,2,12,2
24.98,300,0,57929.93,1,4,2,10,3
96,300,0,93892.76,1,5,2,15,5
24.98,300,0,81515.03,1,4,2,8,2
70,300,0,31164.55,1,4,2,14,1
4,240,68864.46,67599.04,0,4,2,8,3
69,360,0,155781,1,5,2,18,4
24.98,300,0,86599.79,1,4,2,11,3
24.98,300,0,82036.61,1,4,2,11,5
1,300,0,67281.52,1,4,2,11,3
24.98,300,0,75095.8,1,4,2,13,1
8,300,0,27945.51,1,4,2,16,1
24.98,300,0,69556.6,1,4,2,9,5
24.98,300,82262.77,79907.24,0,4,2,11,6
53,360,0,140821.82,1,5,2,15,1
24.98,360,149566.34,131918.86,0,5,2,8,11
25,360,0,63675.87,1,5,2,18,1
24.98,300,0,88260.63,1,4,2,8,4
2,300,0,47458.34,1,4,2,11,6
24.98,300,0,58793.27,1,4,2,7,8
70,300,34148.62,33778.76,0,4,2,14,2
2,360,0,122999.77,1,5,2,17,2
24.98,300,0,62449.52,1,4,2,7,5
56,300,0,83736.57,1,4,2,19,1
0,300,0,93707.91,1,4,2,7,10
24.98,300,0,66647.61,1,4,2,13,3
24.98,300,0,78824.42,1,4,2,7,3
1,300,0,41928.27,1,4,2,12,1
24.98,360,97693.27,90689.89,0,5,2,9,6
24.98,300,0,63911.57,1,4,2,8,5
13,300,0,53463.54,1,4,2,12,2
25,360,0,83735.19,1,5,2,13,5
96,300,0,38600.71,1,4,2,19,2
5,300,0,94839.11,1,4,2,10,1
24.98,304,0,114854.56,1,5,2,9,8
24.98,300,95208.45,93425.95,0,4,2,10,4
24.98,360,267778.95,261431.67,0,5,2,9,3
24.98,360,0,99625.67,1,5,2,12,5
24.98,120,0,148912.14,1,1,2,8,3
64,300,0,32553.56,1,4,2,17,3
1,300,95063.12,88680.66,0,4,2,10,11
8,300,0,33028.41,1,4,2,13,1
24.98,300,0,73162.74,1,4,2,12,6
24.98,120,0,185546.2,1,5,2,8,6
96,300,0,71504.88,1,4,2,14,5
24.98,300,77909.55,74414.81,0,4,2,8,8
24.98,360,0,79951.97,1,5,2,13,3
4,360,159422.93,141740.93,0,5,2,12,11
24.98,360,277637.92,259904.75,0,5,2,9,6
24.98,300,0,83101.35,1,4,2,8,8
24.98,300,0,83303.08,1,4,2,12,1
24.98,240,70403.15,69848.17,0,4,2,8,1
60,300,0,73883.79,1,4,2,15,1
45,360,0,192043.82,1,5,2,14,7
24.98,300,67377.67,65438.07,0,4,2,8,6
24.98,300,0,85057.32,1,4,2,13,4
24.98,300,0,87334.57,1,4,2,14,1
24.98,300,70842.88,77120.28,0.081397526,4,2,7,11
24.98,360,0,127825.76,1,5,2,13,5
70,300,0,63650.94,1,4,2,19,2
1,300,0,81433.56,1,4,2,18,3
24.98,300,78662.44,76318.91,0,4,2,11,6
24.98,300,137083.48,132858.02,0,5,2,11,3
1,300,0,90284.08,1,4,2,14,2
40,360,50501.19,47929.89,0,5,2,13,6
24.98,300,0,75213.47,1,4,2,11,2
24.98,360,131233.52,136780.64,0.0405548622,5,2,11,5
24.98,300,0,72742.12,1,4,2,9,10
1,300,74086.07,71762.99,0,4,2,8,5
24.98,300,0,63772.37,1,4,2,13,4
24.98,360,0,245435.4,1,5,2,10,2
53,300,0,85187.69,1,4,2,13,6
24.98,240,0,79389.3,1,4,2,11,1
24.98,300,0,78760.39,1,4,2,11,1
3,300,59859.29,59304.51,0,4,2,15,1
4,300,7868.21,41128.57,0.8086923518,4,2,11,9
13,300,0,80212.64,1,4,2,12,3
9,360,193309.95,180834.5,0,5,2,10,7
2,300,67467.25,62607.79,0,4,2,11,12
24.98,300,0,43859.18,1,4,2,13,4
